,Test,Time,Mdn DNS (ms),Mdn SSL (ms),Avg Time To First Byte (ms),Mdn Webpage Response (ms),Mdn Render Start (ms),Avg Image Bytes,Avg Script Bytes,Avg Css Bytes,% Availability,# Runs
212,[204709] - trip.com,11/18/2017 4:00:00 PM,216.0,,570.25,9853.0,1151.0,747019.25,583111.83,10763.25,100.0,12
213,[204709] - trip.com,11/18/2017 6:00:00 PM,214.0,,646.17,9624.5,1047.0,796943.25,552797.5,10761.42,100.0,12
214,[204709] - trip.com,11/18/2017 8:00:00 PM,270.0,,451.0,8764.0,1396.0,705135.83,561571.5,10770.17,91.667,12
215,[204709] - trip.com,11/18/2017 10:00:00 PM,319.5,,407.67,8997.0,1396.5,719126.58,549224.58,10765.25,91.667,12
216,[204709] - trip.com,11/19/2017 12:00:00 AM,251.0,,382.67,8679.5,1246.5,752621.67,586740.75,10759.58,100.0,12
217,[204709] - trip.com,11/19/2017 2:00:00 AM,264.5,,437.42,12189.0,962.0,829609.58,561548.75,10766.17,91.667,12
218,[204709] - trip.com,11/19/2017 4:00:00 AM,284.0,,545.75,9060.5,1052.5,762788.58,580603.0,10771.58,91.667,12
219,[204709] - trip.com,11/19/2017 6:00:00 AM,353.0,,466.92,10588.5,1198.5,822994.5,585613.25,10763.25,100.0,12
220,[204709] - trip.com,11/19/2017 8:00:00 AM,324.0,,1443.33,10100.0,1097.0,847687.27,583008.09,10762.09,91.667,12
221,[204709] - trip.com,11/19/2017 10:00:00 AM,266.5,,416.58,9365.5,1040.5,791123.25,579107.08,10772.92,91.667,12
222,[204709] - trip.com,11/19/2017 12:00:00 PM,283.5,,385.5,9689.0,1053.0,754758.17,582676.83,10767.25,100.0,12
223,[204709] - trip.com,11/19/2017 2:00:00 PM,228.0,,1402.5,10416.5,1198.0,797711.09,583640.09,10763.27,91.667,12
224,[204709] - trip.com,11/19/2017 4:00:00 PM,215.0,,344.75,9600.5,947.5,793016.08,552803.92,10761.08,100.0,12
225,[204709] - trip.com,11/19/2017 6:00:00 PM,284.5,,387.83,9209.5,1355.0,780485.92,576783.0,10856.17,91.667,12
226,[204709] - trip.com,11/19/2017 8:00:00 PM,215.0,,318.75,9190.5,1195.0,739893.0,582934.33,10763.92,100.0,12
227,[204709] - trip.com,11/19/2017 10:00:00 PM,213.0,,625.17,10005.0,1248.0,799839.08,562351.83,10765.33,100.0,12
228,[204709] - trip.com,11/20/2017 12:00:00 AM,306.0,,466.5,10354.0,1401.5,820155.58,583371.17,10766.83,100.0,12
229,[204709] - trip.com,11/20/2017 2:00:00 AM,347.5,,522.17,8180.0,1371.5,711700.67,547761.08,10768.33,91.667,12
230,[204709] - trip.com,11/20/2017 4:00:00 AM,211.0,,304.75,9396.5,1146.0,742429.92,582151.08,10768.33,100.0,12
231,[204709] - trip.com,11/20/2017 6:00:00 AM,272.5,,425.58,8045.5,1397.5,772751.08,581966.17,10761.42,100.0,12
232,[204709] - trip.com,11/20/2017 8:00:00 AM,342.0,,495.5,9138.0,1489.0,792880.33,601373.42,11079.42,91.667,12
233,[204709] - trip.com,11/20/2017 10:00:00 AM,251.0,,401.5,8654.5,945.5,746247.42,577416.75,10763.83,100.0,12
234,[204709] - trip.com,11/20/2017 12:00:00 PM,526.5,,1938.08,9012.0,1550.5,770393.25,578038.33,10762.17,91.667,12
235,[204709] - trip.com,11/20/2017 2:00:00 PM,296.0,,440.0,8080.5,1149.0,760431.08,583811.08,10760.92,100.0,12
236,[204709] - trip.com,11/20/2017 4:00:00 PM,355.0,,457.5,9838.5,1296.0,776674.67,607283.5,11081.25,83.333,12
237,[204709] - trip.com,11/20/2017 6:00:00 PM,253.5,,834.67,11515.5,1344.0,835535.25,580170.67,10763.5,100.0,12
238,[204709] - trip.com,11/20/2017 8:00:00 PM,165.0,,701.25,9706.5,1048.0,854429.75,578666.5,10760.33,100.0,12
239,[204709] - trip.com,11/20/2017 10:00:00 PM,254.0,,447.33,9950.0,1445.0,879998.92,609373.5,10851.25,100.0,12
240,[204709] - trip.com,11/21/2017 12:00:00 AM,327.0,,499.92,8802.5,1495.0,703366.33,580900.25,10765.83,91.667,12
241,[204709] - trip.com,11/21/2017 2:00:00 AM,429.5,,1957.58,10186.0,1547.0,640100.0,514892.0,10764.5,83.333,12
242,[204709] - trip.com,11/21/2017 4:00:00 AM,266.0,,328.58,8778.0,1052.0,690682.08,581937.83,10761.5,100.0,12
243,[204709] - trip.com,11/21/2017 6:00:00 AM,304.0,,413.58,9935.5,1151.0,832112.17,579618.33,10770.0,83.333,12
244,[204709] - trip.com,11/21/2017 8:00:00 AM,274.5,,1094.67,9487.0,898.0,730505.27,577931.55,10765.09,91.667,12
245,[204709] - trip.com,11/21/2017 10:00:00 AM,237.0,,1427.33,9909.5,1384.0,785040.09,559496.27,10763.27,83.333,12
246,[204709] - trip.com,11/21/2017 12:00:00 PM,378.0,,550.0,9836.5,1195.5,721397.08,550100.67,10760.67,100.0,12
247,[204709] - trip.com,11/21/2017 2:00:00 PM,395.5,,507.08,10055.0,1592.5,773917.33,580821.17,10771.42,91.667,12
248,[204709] - trip.com,11/21/2017 4:00:00 PM,207.0,,370.33,9636.0,1359.5,741546.25,580135.58,10763.58,100.0,12
249,[204709] - trip.com,11/21/2017 6:00:00 PM,168.0,,1241.08,8847.0,1198.0,704633.82,577540.82,10762.82,91.667,12
250,[204709] - trip.com,11/21/2017 8:00:00 PM,295.5,,515.75,10132.0,1643.0,829489.58,592289.5,10762.33,100.0,12
251,[204709] - trip.com,11/21/2017 10:00:00 PM,275.5,,379.42,9631.0,1350.5,697080.92,583570.25,10766.33,91.667,12
252,[204709] - trip.com,11/22/2017 12:00:00 AM,261.5,,707.08,8637.5,1297.0,632138.25,582232.0,10762.67,100.0,12
253,[204709] - trip.com,11/22/2017 2:00:00 AM,228.5,,718.67,8192.5,1099.0,661819.08,510689.67,10761.33,100.0,12
254,[204709] - trip.com,11/22/2017 4:00:00 AM,329.0,,488.5,10567.0,1096.5,810825.0,592088.42,10769.67,83.333,12
255,[204709] - trip.com,11/22/2017 6:00:00 AM,262.0,,450.83,9419.0,1331.5,727852.67,559328.42,10764.33,91.667,12
256,[204709] - trip.com,11/22/2017 8:00:00 AM,240.5,,1366.67,10009.0,1894.0,709076.18,578848.55,10768.82,91.667,12
257,[204709] - trip.com,11/22/2017 10:00:00 AM,371.5,,775.17,8815.5,1249.5,727474.0,581985.75,10761.67,100.0,12
258,[204709] - trip.com,11/22/2017 12:00:00 PM,281.5,,380.25,9185.0,1299.0,799363.83,589689.67,10770.58,83.333,12
259,[204709] - trip.com,11/22/2017 2:00:00 PM,349.0,,977.33,10158.5,1298.5,674948.08,582566.08,10762.67,100.0,12
260,[204709] - trip.com,11/22/2017 4:00:00 PM,275.0,,461.08,10393.0,1199.0,707175.08,580789.92,10767.0,100.0,12
261,[204709] - trip.com,11/22/2017 6:00:00 PM,394.5,,782.17,12791.5,1293.0,858824.33,594222.25,10767.42,100.0,12
262,[204709] - trip.com,11/22/2017 8:00:00 PM,320.0,,563.67,10265.0,1544.0,695109.0,582384.83,10766.17,91.667,12
263,[204709] - trip.com,11/22/2017 10:00:00 PM,191.0,,752.83,9438.0,1400.5,658201.0,581010.92,10763.08,100.0,12
264,[204709] - trip.com,11/23/2017 12:00:00 AM,212.5,,676.08,10091.0,1097.5,743132.75,577364.92,10762.17,100.0,12
265,[204709] - trip.com,11/23/2017 2:00:00 AM,290.5,,434.5,10660.0,1297.0,870253.33,590602.92,10766.33,100.0,12
266,[204709] - trip.com,11/23/2017 4:00:00 AM,304.0,,804.92,10283.0,1501.0,690114.83,583802.08,10764.17,100.0,12
267,[204709] - trip.com,11/23/2017 6:00:00 AM,159.5,,335.25,10008.5,848.0,732002.0,579838.0,10760.25,100.0,12
268,[204709] - trip.com,11/23/2017 8:00:00 AM,305.5,,438.58,10298.0,1092.0,748481.83,582249.5,10761.33,100.0,12
269,[204709] - trip.com,11/23/2017 10:00:00 AM,468.0,,601.17,9498.5,1302.5,700755.5,592712.58,10771.58,91.667,12
270,[204709] - trip.com,11/23/2017 12:00:00 PM,413.0,,640.33,11017.0,1849.0,652715.58,581075.0,10764.25,100.0,12
271,[204709] - trip.com,11/23/2017 2:00:00 PM,373.0,,761.83,9950.5,1444.5,692390.33,583230.0,10765.58,100.0,12
272,[204709] - trip.com,11/23/2017 4:00:00 PM,424.0,,863.67,11560.0,1290.5,817603.25,594670.58,10848.58,91.667,12
273,[204709] - trip.com,11/23/2017 6:00:00 PM,280.5,,439.25,8714.5,1495.5,677468.5,541378.33,10764.92,91.667,12
274,[204709] - trip.com,11/23/2017 8:00:00 PM,203.5,,453.92,9149.0,1258.0,685186.75,583528.67,10768.33,100.0,12
275,[204709] - trip.com,11/23/2017 10:00:00 PM,149.0,,327.92,9483.0,1148.0,720565.17,582260.25,10761.67,100.0,12
276,[204709] - trip.com,11/24/2017 12:00:00 AM,335.0,,724.92,10027.5,1446.5,780043.58,580889.08,10770.58,91.667,12
277,[204709] - trip.com,11/24/2017 2:00:00 AM,375.0,,862.67,8944.0,1445.0,659054.5,583287.25,10764.58,100.0,12
278,[204709] - trip.com,11/24/2017 4:00:00 AM,261.0,,372.42,9073.0,1251.5,673976.42,572179.58,10762.25,100.0,12
279,[204709] - trip.com,11/24/2017 6:00:00 AM,380.5,,513.0,9290.0,1239.5,761063.58,581310.08,10760.17,100.0,12
280,[204709] - trip.com,11/24/2017 8:00:00 AM,342.0,,512.17,9265.5,1094.0,702551.33,587481.67,10770.83,91.667,12
281,[204709] - trip.com,11/24/2017 10:00:00 AM,215.5,,410.0,9517.5,1109.0,662245.0,587642.42,10765.0,100.0,12
282,[204709] - trip.com,11/24/2017 12:00:00 PM,311.5,,735.42,10305.5,1595.0,756760.75,575564.75,10765.33,91.667,12
283,[204709] - trip.com,11/24/2017 2:00:00 PM,286.5,,419.92,10382.5,1097.0,842429.58,582026.17,10764.5,100.0,12
284,[204709] - trip.com,11/24/2017 4:00:00 PM,368.0,,543.75,9599.5,1494.5,759448.5,579702.92,10767.17,91.667,12
285,[204709] - trip.com,11/24/2017 6:00:00 PM,273.0,,439.33,8790.5,1446.0,652650.17,579904.67,10765.25,100.0,12
286,[204709] - trip.com,11/24/2017 8:00:00 PM,155.0,,347.0,9633.5,997.5,729830.33,578340.92,10761.25,100.0,12
287,[204709] - trip.com,11/24/2017 10:00:00 PM,297.0,,452.92,10009.0,1347.5,823811.25,590041.08,10767.33,91.667,12
288,[204709] - trip.com,11/25/2017 12:00:00 AM,284.0,,411.58,9415.0,1146.0,744554.5,581285.92,10763.5,100.0,12
289,[204709] - trip.com,11/25/2017 2:00:00 AM,263.0,,1346.0,7718.5,1403.0,694196.64,581519.09,10763.09,91.667,12
290,[204709] - trip.com,11/25/2017 4:00:00 AM,245.0,,432.33,9276.5,1097.5,742749.0,576471.58,10758.17,100.0,12
291,[204709] - trip.com,11/25/2017 6:00:00 AM,349.5,,432.08,9489.5,1149.0,721076.5,591481.92,10769.5,91.667,12
292,[204709] - trip.com,11/25/2017 8:00:00 AM,249.0,,491.25,9903.5,1289.0,592863.67,547327.67,10764.45,91.667,12
293,[204709] - trip.com,11/25/2017 10:00:00 AM,366.5,,1612.58,9136.5,1246.5,620506.92,534172.83,10761.0,91.667,12
294,[204709] - trip.com,11/25/2017 12:00:00 PM,290.5,,411.42,11969.0,1045.0,765789.33,591759.33,10761.83,100.0,12
295,[204709] - trip.com,11/25/2017 2:00:00 PM,287.0,,453.0,9993.5,1054.5,746269.33,578477.42,10769.0,91.667,12
296,[204709] - trip.com,11/25/2017 4:00:00 PM,248.0,,396.92,8978.0,997.0,742692.75,578610.25,10764.08,100.0,12
297,[204709] - trip.com,11/25/2017 6:00:00 PM,216.0,,473.25,9684.5,1297.5,679766.17,541334.5,10760.83,91.667,12
298,[204709] - trip.com,11/25/2017 8:00:00 PM,350.5,,509.33,9659.5,1502.5,820902.0,591662.42,10768.75,91.667,12
299,[204709] - trip.com,11/25/2017 10:00:00 PM,209.5,,690.75,9383.0,1446.0,664451.67,587522.33,10762.58,100.0,12
300,[204709] - trip.com,11/26/2017 12:00:00 AM,337.5,,462.92,8638.5,1446.5,661897.33,552525.0,10757.92,91.667,12
301,[204709] - trip.com,11/26/2017 2:00:00 AM,385.0,,465.25,10107.0,1153.0,685936.92,536303.0,10761.42,91.667,12
302,[204709] - trip.com,11/26/2017 4:00:00 AM,371.0,,790.5,8155.5,1493.0,706538.58,580888.92,10774.42,100.0,12
303,[204709] - trip.com,11/26/2017 6:00:00 AM,279.5,,649.67,8797.0,1498.0,693611.83,577423.0,10764.25,100.0,12
304,[204709] - trip.com,11/26/2017 8:00:00 AM,274.5,,507.92,9588.5,1047.5,728870.5,543767.92,10760.58,100.0,12
305,[204709] - trip.com,11/26/2017 10:00:00 AM,319.0,,463.58,10600.0,1147.5,732726.25,559816.58,10772.0,83.333,12
306,[204709] - trip.com,11/26/2017 12:00:00 PM,237.0,,433.08,9052.5,1303.0,748282.25,579948.33,10769.25,100.0,12
307,[204709] - trip.com,11/26/2017 2:00:00 PM,241.5,,1007.33,8859.0,1398.5,795820.5,578607.42,10762.25,100.0,12
308,[204709] - trip.com,11/26/2017 4:00:00 PM,357.0,,457.58,10155.0,1296.0,707076.92,548766.25,10758.82,91.667,12
309,[204709] - trip.com,11/26/2017 6:00:00 PM,347.0,,452.58,9630.0,1147.5,843476.75,610802.17,10853.33,91.667,12
310,[204709] - trip.com,11/26/2017 8:00:00 PM,172.5,,471.17,8588.0,1385.0,675604.75,550233.33,10765.75,91.667,12
311,[204709] - trip.com,11/26/2017 10:00:00 PM,232.5,,455.58,9431.0,1048.5,714889.92,577111.5,10760.25,100.0,12
312,[204709] - trip.com,11/27/2017 12:00:00 AM,275.0,,475.83,11475.5,1048.5,749643.25,543344.83,10762.73,91.667,12
313,[204709] - trip.com,11/27/2017 2:00:00 AM,304.5,,434.75,9242.5,1345.5,791416.25,559462.75,10765.0,83.333,12
314,[204709] - trip.com,11/27/2017 4:00:00 AM,230.0,,380.92,9453.5,1206.5,772027.0,586189.0,10763.67,100.0,12
315,[204709] - trip.com,11/27/2017 6:00:00 AM,203.0,,298.58,8828.0,948.0,771153.58,579867.17,10759.33,100.0,12
316,[204709] - trip.com,11/27/2017 8:00:00 AM,249.5,,409.5,8567.5,1247.5,751263.58,581953.17,10760.83,100.0,12
317,[204709] - trip.com,11/27/2017 10:00:00 AM,496.0,,1013.17,10092.0,1591.0,760985.17,585496.42,10765.08,100.0,12
318,[204709] - trip.com,11/27/2017 12:00:00 PM,338.0,,532.42,10006.5,1246.0,803500.25,582026.17,10764.25,91.667,12
319,[204709] - trip.com,11/27/2017 2:00:00 PM,304.5,,692.25,9699.0,1049.0,752583.83,593279.5,10765.25,100.0,12
320,[204709] - trip.com,11/27/2017 4:00:00 PM,234.5,,334.75,8362.0,1135.5,735634.83,582565.33,10763.0,91.667,12
321,[204709] - trip.com,11/27/2017 6:00:00 PM,331.5,,482.0,11154.0,1397.5,677815.83,512369.25,10761.42,100.0,12
322,[204709] - trip.com,11/27/2017 8:00:00 PM,329.5,,540.33,9748.5,1445.5,722796.08,579602.75,10765.67,100.0,12
323,[204709] - trip.com,11/27/2017 10:00:00 PM,281.0,,572.75,10113.0,1048.5,764863.17,582327.33,10762.67,100.0,12
324,[204709] - trip.com,11/28/2017 12:00:00 AM,252.5,,438.33,8549.0,1363.0,681251.58,579894.83,10763.25,100.0,12
325,[204709] - trip.com,11/28/2017 2:00:00 AM,317.0,,443.0,9010.0,1397.0,566819.58,506932.25,10759.58,91.667,12
326,[204709] - trip.com,11/28/2017 4:00:00 AM,228.5,,348.42,8780.0,1197.0,708400.5,580797.17,10765.67,91.667,12
327,[204709] - trip.com,11/28/2017 6:00:00 AM,274.0,,463.58,8876.0,1496.0,819941.25,601553.92,10767.42,83.333,12
328,[204709] - trip.com,11/28/2017 8:00:00 AM,398.0,,556.25,8740.0,1597.0,688408.5,584927.33,10765.08,100.0,12
329,[204709] - trip.com,11/28/2017 10:00:00 AM,250.5,,963.83,8971.5,1406.5,717329.08,582254.17,10762.5,100.0,12
330,[204709] - trip.com,11/28/2017 12:00:00 PM,322.5,,896.17,9058.0,1228.0,754952.58,583454.5,10758.83,100.0,12
331,[204709] - trip.com,11/28/2017 2:00:00 PM,285.5,,722.75,9196.0,1296.5,790054.75,581460.67,10768.0,91.667,12
332,[204709] - trip.com,11/28/2017 4:00:00 PM,236.0,,398.42,9855.5,1295.0,777546.25,582715.25,10764.0,100.0,12
333,[204709] - trip.com,11/28/2017 6:00:00 PM,277.0,,494.58,8865.5,1046.0,750802.08,579509.25,10761.0,100.0,12
334,[204709] - trip.com,11/28/2017 8:00:00 PM,295.5,,1081.25,11725.0,1197.5,822250.92,547802.25,10760.17,91.667,12
335,[204709] - trip.com,11/28/2017 10:00:00 PM,317.5,,412.83,8565.0,1538.0,739603.5,583609.5,10765.25,91.667,12
336,[204709] - trip.com,11/29/2017 12:00:00 AM,233.0,,386.5,9795.0,1157.0,842906.83,581091.17,10764.92,91.667,12
337,[204709] - trip.com,11/29/2017 2:00:00 AM,233.0,,385.33,9521.0,994.5,716219.58,583145.83,10759.5,100.0,12
338,[204709] - trip.com,11/29/2017 4:00:00 AM,397.0,,479.58,9558.5,1243.0,814197.33,593553.17,10769.08,91.667,12
339,[204709] - trip.com,11/29/2017 6:00:00 AM,196.0,,700.5,8105.0,1346.0,668679.5,580862.17,10768.67,100.0,12
340,[204709] - trip.com,11/29/2017 8:00:00 AM,531.5,,1528.67,9363.5,1763.0,790046.92,581323.58,10764.25,100.0,12
341,[204709] - trip.com,11/29/2017 10:00:00 AM,299.0,,398.83,9605.5,996.5,825764.5,580267.17,10758.08,100.0,12
342,[204709] - trip.com,11/29/2017 12:00:00 PM,295.5,,450.17,9929.0,1147.5,751830.5,589778.17,10770.25,91.667,12
343,[204709] - trip.com,11/29/2017 2:00:00 PM,336.5,,539.75,9081.5,1048.0,721104.25,534159.67,10766.08,100.0,12
344,[204709] - trip.com,11/29/2017 4:00:00 PM,197.0,,1116.5,9267.0,1096.0,830831.73,578726.36,10764.55,91.667,12
345,[204709] - trip.com,11/29/2017 6:00:00 PM,247.5,,464.5,10410.0,1296.0,835441.83,560892.08,10761.67,91.667,12
346,[204709] - trip.com,11/29/2017 8:00:00 PM,314.5,,462.08,9826.0,1347.0,808024.08,578593.5,10771.67,100.0,12
347,[204709] - trip.com,11/29/2017 10:00:00 PM,205.0,,635.08,9224.0,1296.0,708629.67,536642.5,10763.0,83.333,12
348,[204709] - trip.com,11/30/2017 12:00:00 AM,206.0,,320.67,8958.5,1131.0,811465.58,579710.25,10759.08,100.0,12
349,[204709] - trip.com,11/30/2017 2:00:00 AM,234.0,,346.25,10352.0,1051.0,858277.58,594091.25,10766.17,91.667,12
350,[204709] - trip.com,11/30/2017 4:00:00 AM,290.0,,1110.83,9432.0,1479.0,698180.92,585090.42,10763.08,100.0,12
351,[204709] - trip.com,11/30/2017 6:00:00 AM,108.5,,209.75,8789.5,807.0,680002.67,534827.08,10764.45,91.667,12
352,[204709] - trip.com,11/30/2017 8:00:00 AM,166.5,,326.17,9276.0,1051.0,818435.75,577287.33,10758.83,100.0,12
353,[204709] - trip.com,11/30/2017 10:00:00 AM,416.5,,838.67,8765.5,1496.5,750882.33,588332.25,10767.67,91.667,12
354,[204709] - trip.com,11/30/2017 12:00:00 PM,310.5,,409.83,8098.5,1246.5,713241.0,580080.08,10762.83,100.0,12
355,[204709] - trip.com,11/30/2017 2:00:00 PM,173.0,,952.33,9924.0,1084.0,729606.45,538064.82,10762.73,83.333,12
356,[204709] - trip.com,11/30/2017 4:00:00 PM,352.0,,533.33,10449.0,1195.0,908992.58,582276.42,10765.92,100.0,12
357,[204709] - trip.com,11/30/2017 6:00:00 PM,351.0,,493.83,9370.5,1298.5,771258.33,581006.33,10765.08,100.0,12
358,[204709] - trip.com,11/30/2017 8:00:00 PM,291.5,,612.0,9881.5,1247.0,685265.08,581263.17,10763.33,100.0,12
359,[204709] - trip.com,11/30/2017 10:00:00 PM,298.5,,676.83,9175.0,1097.5,785543.17,578519.08,10760.42,100.0,12
